Number;StructureName;StructureType;Condition of Bridge;TotalWidth;TotalLength;ConstructionYear;NumberOfSpan;Zone;Circle;Division;Sub-Division;RoadNo;StructureLRPName;ReferenceLRPNo;LocationLRPOffset;LocationChainage;LatitudeDegree;LatitudeMinute;LatitudeSecond;LongitudeDegree;LongitudeMinute;LongitudeSecond;BCS1TotalScore
2054;Jolgaba bridge;PC Girder Bridge;A;12,8;90,01;2012;3;Mymensingh;Mymensingh;Mymensingh;Bhaluka;Z3031;LRP012a;LRP012;313;11,934;24;27;18,6;90;27;55,3;0
2055;Shila bridge;PC Girder Bridge;A;12,8;70,03;2012;2;Mymensingh;Mymensingh;Mymensingh;Bhaluka;Z3031;LRP014a;LRP014;64;13,689;24;27;9,8;90;28;52;0
2056;Bidyananda Bridge;RCC Girder Bridge;C;4,4;46;1983;3;Mymensingh;Mymensingh;Mymensingh;Mymensingh;Z3032;LRP022a;LRP022;408;20,575;24;34;57,2;90;15;46,1;61
2057;Phulbaria bridge;RCC Girder Bridge;C;4;39,6;1969;4;Mymensingh;Mymensingh;Mymensingh;Mymensingh;Z3032;LRP028a;LRP028;419;25,892;24;37;37,4;90;16;10,5;121
2058;Bonnyar bridge;RCC Girder Bridge;B;8,5;39,5;1979;3;Mymensingh;Mymensingh;Mymensingh;Bhaluka;Z3034;LRP010a;LRP010;531;10,521;24;33;20,4;90;29;13,4;2
2059;Charsrirampur Bridge;Baily with Steel Deck;C;4,2;24,57;2007;1;Mymensingh;Mymensingh;Kishoreganj;Nandail;Z3034;LRP019a;LRP019;74;20,029;24;33;47,86;90;33;18,92;531
2060;Kanarampur Bridge;Baily with Steel Deck;C;4,65;27,48;1989;5;Mymensingh;Mymensingh;Kishoreganj;Nandail;Z3034;LRP021a;LRP021;232;22,086;24;34;11,83;90;35;54,28;531
2061;Dapunia bazar bridge;RCC Girder Bridge;C;4,55;20,1;1972;2;Mymensingh;Mymensingh;Mymensingh;Mymensingh;Z3035;LRP006a;LRP006;370;6,15;24;43;19;90;21;22;563
2062;Maduari Bridge;RCC Girder Bridge;B;4,3;49,25;1990;3;Mymensingh;Mymensingh;Mymensingh;Bhaluka;Z3037;LRP002b;LRP002;862;2,852;24;26;29,1;90;21;22,8;30
2063;Hatiber Bridge;RCC Girder Bridge;A;4,27;32,03;1990;3;Mymensingh;Mymensingh;Mymensingh;Bhaluka;Z3037;LRP013c;LRP013;738;13,765;24;27;21,1;90;15;17,8;0
2064;Goradaha Bridge;RCC Girder Bridge;A;4,4;41,57;1987;3;Mymensingh;Jamalpur;Tangail;Madhupur;Z3037;LRP032a;LRP032;617;32,436;24;26;59,7;90;6;33,1;0
2065;Dhalapara Bridge;RCC Girder Bridge;D;4,25;7,3;1989;2;Mymensingh;Jamalpur;Tangail;Madhupur;Z3037;LRP035a;LRP035;909;35,576;24;27;54,1;90;5;27,1;650
2066;Bongshai Bridge;RCC Girder Bridge;B;3,66;54,92;1990;3;Mymensingh;Jamalpur;Tangail;Madhupur;Z3037;LRP036b;LRP036;917;36,716;24;27;52,2;90;4;50,1;31
2067;Markai Bridge;RCC Girder Bridge;B;4,2;11,6;1991;1;Mymensingh;Jamalpur;Tangail;Madhupur;Z3037;LRP037d;LRP036;1842;37,641;24;28;4;90;4;20,2;2
2068;Sukny Bridge;RCC Girder Bridge;B;4,3;11,3;1990;NULL;Mymensingh;Jamalpur;Tangail;Madhupur;Z3037;LRP045a;LRP045;63;44,822;24;29;7,7;90;0;34,4;2
2069;Jhorka Bazar Bridge;RCC Girder Bridge;C;4,35;13,1;1989;0;Mymensingh;Jamalpur;Tangail;Madhupur;Z3037;LRP046a;LRP046;363;46,118;24;28;52,7;90;59;53,5;590
